Gender,Age,Height,Weight,Number_of_siblings,Dominant_hand,Education,Only_child,Fear_score,Religiosity_score,Smoking,Alcohol,I_live_a_healthy_lifestyle,I_like_music,Music_diversity_score,Punctuality,Lying,Happiness_score
female,18,160,55,2,right handed,secondary school,no,44,63,current smoker,social drinker,Agree,Strongly Agree,50,i am always on time,sometimes,11
male,18,203,89,2,right handed,secondary school,yes,48,53,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,53,i am often early,only to avoid hurting someone,8
male,17,185,70,2,right handed,secondary school,no,46,63,never smoked,never,Neither Agree nor Disagree,Strongly Agree,40,i am often early,only to avoid hurting someone,9
female,30,173,72,1,right handed,secondary school,no,42,20,current smoker,drink a lot,Strongly Disagree,Agree,45,i am often running late,everytime it suits me,12
female,19,172,60,0,right handed,secondary school,yes,54,67,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,58,i am always on time,sometimes,13
female,27,173,79,5,right handed,secondary school,no,52,83,current smoker,social drinker,Disagree,Strongly Agree,45,i am often early,never,11
female,21,173,62,1,right handed,secondary school,no,64,50,tried smoking,social drinker,Agree,Strongly Agree,56,i am often running late,sometimes,12
female,17,165,53,3,left handed,primary school,no,86,70,former smoker,social drinker,Strongly Agree,Strongly Agree,67,i am often early,sometimes,11
male,20,184,79,1,right handed,secondary school,no,48,60,tried smoking,social drinker,Agree,Strongly Disagree,18,i am always on time,sometimes,9
male,20,187,95,0,right handed,secondary school,yes,48,50,current smoker,never,Disagree,Neutral,42,i am often early,only to avoid hurting someone,10
male,20,181,73,1,right handed,college/bachelor degree,no,34,27,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,48,i am often early,sometimes,13
male,18,176,76,0,right handed,secondary school,yes,38,70,never smoked,drink a lot,Agree,Agree,32,i am always on time,sometimes,12
male,20,180,90,1,right handed,college/bachelor degree,no,74,53,current smoker,social drinker,Strongly Disagree,Strongly Agree,61,i am often running late,sometimes,10
male,20,178,66,1,right handed,secondary school,no,54,67,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,56,i am often running late,sometimes,10
female,17,175,60,1,right handed,secondary school,no,66,67,never smoked,never,Agree,Strongly Agree,23,i am always on time,sometimes,12
male,19,181,78,1,right handed,secondary school,no,56,73,never smoked,never,Neither Agree nor Disagree,Strongly Agree,29,i am always on time,sometimes,13
female,20,165,53,1,right handed,secondary school,yes,84,70,current smoker,social drinker,Agree,Strongly Agree,57,i am often early,sometimes,13
male,20,183,82,1,right handed,secondary school,no,24,77,tried smoking,social drinker,Agree,Strongly Agree,61,i am often running late,sometimes,13
male,21,180,63,0,right handed,secondary school,yes,60,87,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,69,i am often early,only to avoid hurting someone,14
male,23,170,70,0,right handed,primary school,yes,26,33,former smoker,drink a lot,Strongly Disagree,Neutral,47,i am often early,sometimes,5
male,24,178,80,2,right handed,secondary school,no,38,63,never smoked,social drinker,Neither Agree nor Disagree,Agree,47,i am often early,only to avoid hurting someone,12
female,17,160,48,0,right handed,secondary school,yes,40,53,never smoked,social drinker,Agree,Strongly Agree,40,i am always on time,sometimes,14
female,18,162,55,1,right handed,secondary school,no,54,30,tried smoking,social drinker,Agree,Strongly Agree,59,i am always on time,sometimes,14
male,17,185,99,1,right handed,secondary school,no,72,83,never smoked,never,Neither Agree nor Disagree,Strongly Agree,62,i am always on time,everytime it suits me,5
female,19,175,60,1,right handed,secondary school,no,46,53,current smoker,drink a lot,Strongly Disagree,Strongly Agree,52,i am often running late,everytime it suits me,10
male,21,188,81,0,right handed,secondary school,yes,48,30,current smoker,never,Neither Agree nor Disagree,Strongly Agree,40,i am always on time,only to avoid hurting someone,11
female,29,170,58,1,right handed,college/bachelor degree,no,42,57,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often early,everytime it suits me,9
female,21,170,55,1,,college/bachelor degree,no,48,50,tried smoking,drink a lot,Agree,Agree,43,i am often early,sometimes,8
female,20,158,55,1,right handed,secondary school,no,54,43,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,61,i am always on time,sometimes,8
female,20,168,55,1,right handed,secondary school,no,48,53,tried smoking,drink a lot,Agree,Strongly Agree,61,i am often early,only to avoid hurting someone,12
male,19,184,80,1,right handed,college/bachelor degree,no,62,63,tried smoking,social drinker,Disagree,Strongly Disagree,52,i am often early,only to avoid hurting someone,8
female,20,162,50,0,right handed,college/bachelor degree,yes,36,80,tried smoking,social drinker,Agree,Strongly Agree,57,i am often early,only to avoid hurting someone,10
female,21,168,70,1,right handed,secondary school,no,58,57,former smoker,drink a lot,Agree,Strongly Agree,53,i am often running late,sometimes,10
female,17,170,50,2,right handed,,no,54,70,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,66,i am always on time,only to avoid hurting someone,12
female,20,165,57,1,right handed,secondary school,yes,50,70,tried smoking,social drinker,Disagree,Strongly Agree,66,i am always on time,sometimes,11
male,19,193,77,1,right handed,secondary school,yes,42,23,current smoker,social drinker,Agree,Neutral,46,i am always on time,sometimes,12
male,21,179,76,1,right handed,secondary school,no,64,63,tried smoking,social drinker,Agree,Agree,52,i am often early,sometimes,12
male,19,190,76,0,right handed,secondary school,yes,38,37,never smoked,social drinker,Neither Agree nor Disagree,Agree,45,i am always on time,sometimes,11
male,19,187,88,0,right handed,secondary school,yes,34,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,55,i am often running late,everytime it suits me,13
male,20,183,65,3,right handed,secondary school,no,44,37,tried smoking,social drinker,Agree,Strongly Agree,65,i am always on time,only to avoid hurting someone,14
female,21,170,58,0,right handed,college/bachelor degree,yes,56,53,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,52,i am often running late,sometimes,11
female,23,163,68,1,right handed,masters degree,no,54,50,current smoker,drink a lot,Neither Agree nor Disagree,Agree,50,i am always on time,sometimes,10
female,24,169,53,1,right handed,college/bachelor degree,no,58,53,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,50,i am always on time,only to avoid hurting someone,11
male,19,185,65,3,left handed,secondary school,no,64,47,tried smoking,social drinker,Disagree,Strongly Agree,55,i am always on time,only to avoid hurting someone,9
female,24,164,,2,right handed,college/bachelor degree,yes,76,63,former smoker,social drinker,Neither Agree nor Disagree,#N/A,50,i am often early,sometimes,13
female,20,177,70,1,right handed,secondary school,no,54,73,former smoker,social drinker,Strongly Agree,Strongly Agree,52,i am always on time,sometimes,14
male,30,184,78,2,right handed,masters degree,no,28,83,former smoker,never,Strongly Agree,Strongly Agree,65,i am always on time,sometimes,15
female,20,165,56,1,right handed,secondary school,yes,76,50,current smoker,drink a lot,Neither Agree nor Disagree,Agree,36,i am often running late,sometimes,10
female,23,171,54,4,right handed,secondary school,no,80,73,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,51,i am often early,only to avoid hurting someone,10
female,19,170,51,1,left handed,secondary school,no,58,63,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,61,i am always on time,sometimes,10
male,19,184,60,4,right handed,college/bachelor degree,no,20,50,former smoker,drink a lot,Agree,Strongly Agree,44,i am often running late,everytime it suits me,15
female,22,174,61,2,left handed,college/bachelor degree,no,56,57,current smoker,never,Neither Agree nor Disagree,Neutral,44,i am often running late,only to avoid hurting someone,13
female,17,175,68,0,right handed,secondary school,yes,52,67,tried smoking,social drinker,Agree,Agree,43,i am often early,sometimes,11
male,20,183,67,2,right handed,college/bachelor degree,no,34,57,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,43,i am often early,sometimes,14
male,19,175,75,2,right handed,secondary school,no,32,63,tried smoking,social drinker,Agree,Strongly Agree,39,i am often early,only to avoid hurting someone,13
female,30,175,68,4,right handed,masters degree,no,36,80,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,47,i am always on time,sometimes,10
male,27,180,75,0,left handed,college/bachelor degree,yes,60,47,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,39,i am often running late,sometimes,13
male,19,180,90,1,right handed,college/bachelor degree,no,52,43,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,62,i am always on time,sometimes,12
female,17,156,51,1,right handed,secondary school,no,58,50,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,57,i am often early,only to avoid hurting someone,12
male,20,192,80,1,right handed,secondary school,no,46,53,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,55,i am often early,everytime it suits me,10
male,20,187,80,2,right handed,secondary school,no,24,27,tried smoking,social drinker,Strongly Disagree,Neutral,45,i am often early,sometimes,8
male,20,190,125,1,right handed,secondary school,no,46,43,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,55,i am often early,sometimes,10
male,20,182,88,2,right handed,secondary school,no,34,47,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,57,i am always on time,sometimes,11
female,18,172,55,1,right handed,secondary school,no,46,37,tried smoking,drink a lot,Disagree,Strongly Agree,42,i am often running late,sometimes,11
male,21,187,80,2,right handed,college/bachelor degree,no,32,67,current smoker,social drinker,Agree,Strongly Agree,57,i am always on time,sometimes,15
male,21,195,82,1,right handed,secondary school,no,40,60,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,49,i am often early,everytime it suits me,9
male,20,185,85,1,right handed,secondary school,no,60,53,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,60,i am often running late,sometimes,8
female,17,182,79,2,right handed,secondary school,no,56,57,former smoker,social drinker,Neither Agree nor Disagree,Agree,50,i am often early,sometimes,11
male,23,185,90,1,right handed,college/bachelor degree,no,30,57,tried smoking,drink a lot,Agree,Agree,56,i am often early,sometimes,9
female,25,172,56,1,right handed,masters degree,no,60,50,never smoked,social drinker,Agree,Strongly Agree,44,i am always on time,never,12
male,18,187,85,0,right handed,secondary school,yes,54,60,current smoker,drink a lot,Disagree,Strongly Agree,49,i am always on time,everytime it suits me,12
female,18,170,54,1,right handed,secondary school,no,40,63,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,52,i am always on time,everytime it suits me,8
female,25,168,63,1,right handed,masters degree,no,62,57,tried smoking,never,Agree,Strongly Agree,43,i am often early,sometimes,12
male,21,180,73,1,right handed,college/bachelor degree,no,44,53,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,56,i am often early,only to avoid hurting someone,15
male,20,182,73,1,right handed,secondary school,no,48,37,tried smoking,social drinker,Disagree,Strongly Agree,48,i am often running late,only to avoid hurting someone,10
male,21,179,74,0,right handed,secondary school,yes,54,47,tried smoking,drink a lot,Neither Agree nor Disagree,Agree,52,i am often running late,sometimes,8
female,18,162,54,1,right handed,secondary school,no,48,40,current smoker,drink a lot,Strongly Disagree,Strongly Agree,41,i am always on time,sometimes,11
female,20,173,,2,right handed,secondary school,no,48,57,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,32,i am often early,only to avoid hurting someone,11
male,19,182,72,1,right handed,secondary school,yes,28,57,former smoker,social drinker,Agree,Strongly Agree,46,i am often early,sometimes,13
male,22,189,89,2,right handed,secondary school,no,32,83,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,53,i am always on time,sometimes,12
male,26,182,76,3,left handed,secondary school,yes,56,73,never smoked,never,Strongly Agree,Agree,58,i am often early,only to avoid hurting someone,11
male,23,185,87,0,right handed,secondary school,yes,36,50,tried smoking,social drinker,Neither Agree nor Disagree,Agree,54,i am always on time,never,12
female,18,162,54,1,right handed,secondary school,no,44,50,current smoker,drink a lot,Strongly Disagree,Strongly Agree,44,i am always on time,sometimes,12
female,18,170,54,1,right handed,secondary school,no,44,73,tried smoking,drink a lot,Strongly Agree,Strongly Agree,51,i am always on time,everytime it suits me,8
female,16,168,54,1,right handed,primary school,no,44,60,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,45,i am often running late,sometimes,11
female,19,168,57,2,right handed,secondary school,no,54,40,tried smoking,drink a lot,Disagree,Strongly Agree,45,i am always on time,sometimes,9
female,19,175,58,1,right handed,college/bachelor degree,no,80,57,tried smoking,drink a lot,Agree,Strongly Agree,57,i am always on time,sometimes,12
female,23,,165,0,right handed,secondary school,yes,40,77,current smoker,social drinker,Disagree,Neutral,49,i am often running late,sometimes,11
male,21,187,85,1,right handed,secondary school,no,26,40,current smoker,drink a lot,Strongly Disagree,Strongly Agree,45,i am often running late,only to avoid hurting someone,13
male,19,180,75,1,right handed,secondary school,yes,62,60,tried smoking,drink a lot,Disagree,Agree,47,i am often early,only to avoid hurting someone,10
female,20,175,58,1,right handed,college/bachelor degree,no,58,60,tried smoking,social drinker,Agree,Strongly Agree,46,i am always on time,sometimes,11
female,22,170,,1,right handed,college/bachelor degree,no,62,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,56,i am often running late,never,9
male,20,180,57,1,right handed,secondary school,no,42,43,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,43,i am often early,sometimes,12
male,21,178,75,2,right handed,secondary school,no,40,53,current smoker,social drinker,Disagree,Strongly Agree,46,i am often early,only to avoid hurting someone,9
male,19,181,70,1,right handed,secondary school,yes,40,33,tried smoking,social drinker,Strongly Disagree,Strongly Agree,45,i am always on time,sometimes,10
female,17,165,58,0,right handed,primary school,yes,52,60,former smoker,social drinker,Disagree,Strongly Agree,51,i am always on time,only to avoid hurting someone,10
female,19,158,45,2,right handed,secondary school,no,68,57,tried smoking,social drinker,Agree,Strongly Agree,46,i am always on time,only to avoid hurting someone,12
male,16,162,65,1,right handed,secondary school,yes,56,47,never smoked,social drinker,Neither Agree nor Disagree,Agree,44,i am often running late,sometimes,9
male,22,174,83,1,right handed,college/bachelor degree,no,52,40,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,53,i am often early,sometimes,10
male,23,183,85,2,left handed,college/bachelor degree,no,48,53,current smoker,never,Neither Agree nor Disagree,Strongly Agree,45,i am often running late,only to avoid hurting someone,10
female,28,172,54,2,,masters degree,no,50,77,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,49,i am always on time,never,11
male,20,183,69,2,left handed,secondary school,no,26,67,current smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,38,i am always on time,sometimes,14
male,21,176,80,1,right handed,secondary school,no,60,60,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,42,i am always on time,sometimes,10
female,22,173,50,1,right handed,secondary school,no,50,60,tried smoking,never,Strongly Disagree,Agree,37,i am often early,sometimes,10
male,,,,,right handed,masters degree,no,42,50,never smoked,never,Neither Agree nor Disagree,Strongly Agree,44,i am often early,never,12
male,19,188,75,1,right handed,college/bachelor degree,no,28,30,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,55,i am always on time,sometimes,12
female,24,160,55,1,right handed,college/bachelor degree,no,30,77,tried smoking,social drinker,Neither Agree nor Disagree,Neutral,43,i am often early,only to avoid hurting someone,11
male,23,170,63,1,right handed,college/bachelor degree,no,36,63,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,52,i am often early,sometimes,10
female,21,164,52,2,right handed,secondary school,no,70,63,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,58,i am often running late,sometimes,11
female,22,167,50,1,right handed,secondary school,no,70,77,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,47,i am always on time,only to avoid hurting someone,12
male,18,184,81,1,right handed,secondary school,no,56,60,current smoker,social drinker,Agree,Strongly Agree,45,i am always on time,sometimes,11
female,28,166,58,2,left handed,masters degree,no,70,63,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,56,i am often running late,sometimes,13
female,18,165,48,0,right handed,secondary school,yes,52,57,tried smoking,social drinker,Agree,Strongly Agree,56,i am often running late,only to avoid hurting someone,11
female,23,174,69,1,right handed,college/bachelor degree,no,30,67,former smoker,social drinker,Agree,Strongly Agree,58,i am often early,only to avoid hurting someone,11
female,22,162,55,1,right handed,secondary school,yes,54,63,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often early,only to avoid hurting someone,10
female,21,164,52,1,right handed,secondary school,yes,58,53,former smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,55,i am often running late,sometimes,11
female,20,171,57,1,right handed,secondary school,no,42,57,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,64,i am often running late,sometimes,7
female,18,170,65,1,right handed,primary school,no,58,60,former smoker,social drinker,Neither Agree nor Disagree,Agree,52,i am often running late,everytime it suits me,10
male,21,175,55,1,right handed,secondary school,no,36,30,tried smoking,social drinker,Strongly Disagree,Agree,47,i am often early,sometimes,8
male,20,185,80,1,right handed,college/bachelor degree,no,30,27,current smoker,social drinker,Disagree,Strongly Agree,51,i am always on time,everytime it suits me,9
female,21,159,52,1,right handed,secondary school,no,48,67,tried smoking,social drinker,Agree,Agree,50,i am often early,sometimes,11
female,21,165,50,1,left handed,secondary school,no,32,67,former smoker,drink a lot,Disagree,Strongly Agree,50,i am always on time,only to avoid hurting someone,10
female,20,165,54,2,right handed,secondary school,no,50,53,tried smoking,social drinker,Disagree,Agree,55,i am always on time,sometimes,11
male,17,185,84,0,right handed,primary school,yes,52,53,never smoked,never,Agree,Strongly Agree,46,i am often early,sometimes,11
female,20,175,67,1,right handed,secondary school,no,46,57,current smoker,social drinker,Agree,Strongly Agree,45,i am often early,sometimes,12
female,23,163,59,3,right handed,college/bachelor degree,no,62,40,tried smoking,drink a lot,Neither Agree nor Disagree,Strongly Agree,57,i am often running late,sometimes,10
female,19,155,50,0,right handed,secondary school,yes,34,50,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,27,i am often running late,only to avoid hurting someone,10
female,20,170,63,0,right handed,secondary school,no,60,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often running late,sometimes,11
male,22,183,70,1,right handed,secondary school,no,48,60,never smoked,never,Strongly Disagree,Strongly Agree,43,i am always on time,only to avoid hurting someone,11
female,19,163,56,1,right handed,secondary school,no,44,67,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,42,i am always on time,sometimes,11
female,19,153,44,0,right handed,secondary school,yes,56,60,never smoked,social drinker,Disagree,Strongly Agree,57,i am often early,sometimes,10
female,27,173,58,1,right handed,college/bachelor degree,yes,60,50,tried smoking,never,Neither Agree nor Disagree,Neutral,56,i am always on time,sometimes,13
female,18,165,45,5,left handed,primary school,no,80,63,former smoker,social drinker,Agree,Strongly Agree,43,i am always on time,only to avoid hurting someone,9
male,18,178,80,2,right handed,secondary school,no,42,53,current smoker,social drinker,Agree,Strongly Agree,47,i am often running late,only to avoid hurting someone,13
female,20,155,45,1,right handed,secondary school,no,64,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,47,i am often early,sometimes,13
female,17,170,50,3,right handed,secondary school,no,60,73,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,56,i am often running late,sometimes,10
,19,163,54,0,right handed,primary school,yes,52,47,tried smoking,social drinker,Disagree,Strongly Agree,50,i am always on time,sometimes,8
female,16,164,60,1,right handed,secondary school,no,58,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,31,i am often running late,sometimes,11
female,21,171,66,0,right handed,secondary school,yes,64,60,tried smoking,social drinker,Disagree,Agree,51,i am often early,never,9
female,18,167,62,4,right handed,primary school,yes,66,53,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,73,i am often running late,sometimes,9
female,19,166,63,0,right handed,secondary school,yes,72,63,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,59,i am often running late,everytime it suits me,6
female,20,,47,0,right handed,secondary school,yes,46,57,never smoked,never,Neither Agree nor Disagree,Agree,54,i am always on time,only to avoid hurting someone,11
male,16,172,59,4,right handed,primary school,no,68,63,tried smoking,never,Strongly Disagree,Strongly Agree,41,i am often running late,sometimes,11
female,18,172,55,3,right handed,primary school,no,60,50,current smoker,,Neither Agree nor Disagree,Strongly Agree,53,i am often running late,everytime it suits me,9
male,24,175,71,0,right handed,college/bachelor degree,yes,44,47,tried smoking,drink a lot,Strongly Disagree,Strongly Agree,51,i am often early,only to avoid hurting someone,8
female,22,182,83,2,right handed,secondary school,no,32,57,current smoker,social drinker,Neither Agree nor Disagree,Agree,49,i am often early,only to avoid hurting someone,11
female,19,162,47,1,right handed,secondary school,no,46,43,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,49,i am often running late,sometimes,11
male,22,180,70,1,right handed,secondary school,no,26,63,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,60,i am often early,everytime it suits me,11
male,22,193,100,0,right handed,secondary school,yes,60,43,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,58,i am often early,only to avoid hurting someone,10
female,16,180,55,1,right handed,secondary school,yes,56,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,37,i am often early,only to avoid hurting someone,9
female,18,170,75,1,right handed,secondary school,no,62,67,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,48,i am often early,sometimes,12
female,18,164,56,3,right handed,secondary school,no,26,47,tried smoking,social drinker,Disagree,Strongly Agree,46,i am often early,everytime it suits me,9
male,15,190,85,0,left handed,currently a primary school pupil,yes,54,43,never smoked,never,Disagree,Strongly Agree,58,i am always on time,sometimes,9
male,26,186,76,3,right handed,masters degree,no,48,30,former smoker,drink a lot,Neither Agree nor Disagree,Agree,50,i am often running late,everytime it suits me,13
male,19,179,60,1,right handed,secondary school,yes,52,43,never smoked,never,Neither Agree nor Disagree,Strongly Agree,57,i am often early,only to avoid hurting someone,10
female,20,165,57,1,right handed,secondary school,no,76,47,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,56,i am always on time,sometimes,8
female,20,175,62,0,right handed,secondary school,no,66,87,former smoker,social drinker,Agree,Strongly Agree,55,i am always on time,everytime it suits me,11
female,19,166,51,1,right handed,secondary school,no,26,33,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,41,i am often early,sometimes,12
male,20,178,83,2,right handed,secondary school,yes,40,40,current smoker,drink a lot,Strongly Disagree,Strongly Agree,52,i am always on time,everytime it suits me,6
male,20,175,65,5,right handed,secondary school,no,38,53,never smoked,social drinker,Strongly Disagree,Strongly Agree,32,i am often running late,sometimes,8
female,22,169,59,2,right handed,college/bachelor degree,no,72,53,tried smoking,social drinker,Agree,Strongly Agree,47,i am often early,only to avoid hurting someone,11
female,24,176,48,1,left handed,masters degree,no,60,70,current smoker,social drinker,Neither Agree nor Disagree,Agree,58,i am always on time,sometimes,8
female,,,,,right handed,masters degree,no,36,70,never smoked,social drinker,Agree,Strongly Agree,60,i am often running late,sometimes,14
male,20,172,75,3,left handed,secondary school,no,28,83,tried smoking,social drinker,Agree,Strongly Agree,57,i am always on time,everytime it suits me,10
female,21,167,56,1,right handed,secondary school,no,50,73,never smoked,never,Strongly Agree,Strongly Agree,41,i am often early,never,9
male,23,185,92,0,left handed,secondary school,yes,24,67,current smoker,social drinker,Strongly Disagree,Agree,51,i am often running late,,10
male,21,,75,3,right handed,college/bachelor degree,yes,50,63,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,64,i am always on time,sometimes,12
female,17,170,65,2,right handed,primary school,no,76,63,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,65,i am often running late,everytime it suits me,13
female,19,170,55,1,left handed,college/bachelor degree,no,20,47,tried smoking,social drinker,Strongly Agree,Strongly Agree,47,i am often running late,everytime it suits me,15
male,18,187,71,1,right handed,primary school,no,24,47,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am always on time,only to avoid hurting someone,12
male,19,184,75,2,left handed,secondary school,no,32,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,50,i am always on time,sometimes,11
male,19,180,70,2,right handed,college/bachelor degree,no,58,23,former smoker,drink a lot,Strongly Disagree,Strongly Agree,47,i am often running late,everytime it suits me,11
male,22,187,82,1,right handed,masters degree,no,50,27,current smoker,drink a lot,Strongly Disagree,Strongly Agree,60,i am often early,everytime it suits me,7
male,18,177,60,1,right handed,secondary school,no,68,53,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,56,i am often running late,sometimes,9
female,19,178,88,0,right handed,secondary school,yes,68,50,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,57,i am always on time,only to avoid hurting someone,11
female,20,175,120,2,right handed,secondary school,no,54,43,current smoker,social drinker,Strongly Disagree,Strongly Agree,61,i am often early,sometimes,9
female,21,183,73,0,right handed,secondary school,yes,40,37,current smoker,drink a lot,Agree,Strongly Agree,51,i am often early,everytime it suits me,13
female,23,175,85,1,right handed,secondary school,yes,58,83,current smoker,drink a lot,Agree,Strongly Agree,88,i am often running late,everytime it suits me,9
female,19,172,62,1,right handed,secondary school,yes,56,57,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,61,i am always on time,sometimes,13
male,19,183,83,1,right handed,secondary school,no,48,50,current smoker,drink a lot,Disagree,Strongly Agree,46,i am always on time,everytime it suits me,11
female,21,165,60,2,right handed,college/bachelor degree,no,62,53,tried smoking,social drinker,Agree,Strongly Agree,51,i am always on time,only to avoid hurting someone,9
male,19,194,90,0,left handed,secondary school,yes,54,57,never smoked,social drinker,Neither Agree nor Disagree,Strongly Agree,54,i am often running late,sometimes,13
female,18,166,53,2,right handed,secondary school,no,44,43,,drink a lot,Strongly Disagree,Strongly Agree,52,i am often early,sometimes,12
female,19,168,57,1,left handed,secondary school,no,62,70,tried smoking,social drinker,Disagree,Strongly Agree,50,i am always on time,sometimes,6
male,18,178,70,2,right handed,secondary school,no,50,30,tried smoking,drink a lot,Strongly Disagree,Strongly Agree,46,i am often running late,sometimes,11
female,22,172,60,2,right handed,secondary school,no,70,77,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,48,,only to avoid hurting someone,11
female,21,165,55,1,right handed,secondary school,yes,50,50,current smoker,drink a lot,Strongly Disagree,Strongly Agree,44,i am often running late,sometimes,9
female,20,167,53,1,right handed,secondary school,no,54,60,former smoker,social drinker,Disagree,Strongly Agree,49,i am always on time,sometimes,10
female,19,161,60,3,right handed,secondary school,no,38,67,tried smoking,social drinker,Disagree,Agree,60,i am often running late,sometimes,12
male,20,184,80,1,right handed,secondary school,no,46,40,current smoker,drink a lot,Neither Agree nor Disagree,Agree,41,i am often running late,sometimes,9
male,19,183,70,0,right handed,secondary school,yes,20,43,tried smoking,drink a lot,Agree,Strongly Agree,60,i am often running late,only to avoid hurting someone,15
female,30,168,54,2,right handed,masters degree,no,46,60,former smoker,drink a lot,Strongly Agree,Strongly Agree,66,i am often early,sometimes,10
male,29,180,93,1,right handed,secondary school,no,24,30,former smoker,social drinker,Disagree,Strongly Agree,37,i am often running late,sometimes,11
male,21,172,80,0,right handed,secondary school,yes,64,27,tried smoking,social drinker,Strongly Disagree,Strongly Agree,44,i am often running late,sometimes,8
male,30,200,150,1,right handed,masters degree,no,58,60,never smoked,never,Strongly Disagree,Agree,50,i am often early,only to avoid hurting someone,8
female,21,173,55,0,right handed,secondary school,yes,50,30,former smoker,social drinker,Neither Agree nor Disagree,Strongly Agree,38,i am often early,everytime it suits me,10
female,20,176,78,0,right handed,secondary school,yes,40,67,current smoker,drink a lot,Neither Agree nor Disagree,Strongly Agree,53,i am often running late,sometimes,10
female,18,163,53,0,right handed,secondary school,yes,32,70,tried smoking,never,Agree,Strongly Agree,40,i am often early,only to avoid hurting someone,9
male,20,190,74,0,right handed,secondary school,yes,38,30,former smoker,social drinker,Agree,Strongly Agree,39,i am always on time,sometimes,9
female,19,167,53,1,right handed,secondary school,no,66,80,tried smoking,social drinker,Neither Agree nor Disagree,Strongly Agree,46,i am often running late,sometimes,13
